DATE,PRCP,SNOW,SNWD,TMIN,TMAX,date
2020-02-12,0.13,0.0,0.0,37.0,46.0,2020-02-12
2020-02-13,0.39,0.0,0.0,37.0,44.0,2020-02-13
2020-02-14,0.0,0.0,0.0,18.0,40.0,2020-02-14
2020-02-15,0.0,0.0,0.0,14.0,31.0,2020-02-15
2020-02-16,0.0,0.0,0.0,30.0,44.0,2020-02-16
2020-02-17,0.0,0.0,0.0,38.0,51.0,2020-02-17
2020-02-18,0.0,0.0,0.0,38.0,47.0,2020-02-18
2020-02-19,0.0,0.0,0.0,32.0,48.0,2020-02-19
2020-02-20,0.0,0.0,0.0,26.0,35.0,2020-02-20
2020-02-21,0.0,0.0,0.0,20.0,35.0,2020-02-21
2020-02-22,0.0,0.0,0.0,30.0,50.0,2020-02-22
2020-02-23,0.0,0.0,0.0,39.0,56.0,2020-02-23
2020-02-24,0.0,0.0,0.0,41.0,62.0,2020-02-24
2020-02-25,0.14,0.0,0.0,46.0,53.0,2020-02-25
2020-02-26,0.0,0.0,0.0,43.0,48.0,2020-02-26
2020-02-27,0.4,0.0,0.0,31.0,43.0,2020-02-27
2020-02-28,0.0,0.0,0.0,29.0,42.0,2020-02-28
2020-02-29,0.0,0.0,0.0,25.0,35.0,2020-02-29
2020-03-01,0.0,0.0,0.0,25.0,44.0,2020-03-01
2020-03-02,0.0,0.0,0.0,40.0,58.0,2020-03-02
2020-03-03,0.26,0.0,0.0,49.0,59.0,2020-03-03
2020-03-04,0.0,0.0,0.0,45.0,56.0,2020-03-04
2020-03-05,0.0,0.0,0.0,39.0,51.0,2020-03-05
2020-03-06,0.37,0.0,0.0,37.0,45.0,2020-03-06
2020-03-07,0.0,0.0,0.0,36.0,48.0,2020-03-07
2020-03-08,0.0,0.0,0.0,35.0,59.0,2020-03-08
2020-03-09,0.0,0.0,0.0,47.0,72.0,2020-03-09
2020-03-10,0.0,0.0,0.0,54.0,65.0,2020-03-10
2020-03-11,0.0,0.0,0.0,43.0,57.0,2020-03-11
2020-03-12,0.03,0.0,0.0,43.0,50.0,2020-03-12
2020-03-13,0.26,0.0,0.0,45.0,70.0,2020-03-13
2020-03-14,0.0,0.0,0.0,43.0,57.0,2020-03-14
2020-03-15,0.0,0.0,0.0,40.0,54.0,2020-03-15
2020-03-16,0.0,0.0,0.0,33.0,45.0,2020-03-16
2020-03-17,0.16,0.0,0.0,41.0,54.0,2020-03-17
2020-03-18,0.0,0.0,0.0,41.0,54.0,2020-03-18
2020-03-19,0.93,0.0,0.0,41.0,52.0,2020-03-19
2020-03-20,0.0,0.0,0.0,47.0,77.0,2020-03-20
2020-03-21,0.0,0.0,0.0,40.0,65.0,2020-03-21
2020-03-22,0.0,0.0,0.0,33.0,45.0,2020-03-22
2020-03-23,1.16,0.0,0.0,36.0,41.0,2020-03-23
2020-03-24,0.0,0.0,0.0,36.0,55.0,2020-03-24
2020-03-25,0.01,0.0,0.0,40.0,45.0,2020-03-25
2020-03-26,0.0,0.0,0.0,38.0,60.0,2020-03-26
2020-03-27,0.0,0.0,0.0,50.0,69.0,2020-03-27
2020-03-28,0.45,0.0,0.0,44.0,54.0,2020-03-28
2020-03-29,0.05,0.0,0.0,44.0,47.0,2020-03-29
2020-03-30,0.04,0.0,0.0,41.0,52.0,2020-03-30
2020-03-31,0.06,0.0,0.0,41.0,49.0,2020-03-31
2020-04-01,0.0,0.0,0.0,38.0,56.0,2020-04-01
2020-04-02,0.0,0.0,0.0,38.0,58.0,2020-04-02
2020-04-03,0.13,0.0,0.0,45.0,52.0,2020-04-03
2020-04-04,0.02,0.0,0.0,46.0,62.0,2020-04-04
2020-04-05,0.0,0.0,0.0,47.0,65.0,2020-04-05
2020-04-06,0.07,0.0,0.0,49.0,66.0,2020-04-06
2020-04-07,0.0,0.0,0.0,52.0,68.0,2020-04-07
2020-04-08,0.2,0.0,0.0,49.0,64.0,2020-04-08
2020-04-09,0.12,0.0,0.0,43.0,59.0,2020-04-09
2020-04-10,0.01,0.0,0.0,37.0,49.0,2020-04-10
2020-04-11,0.0,0.0,0.0,38.0,56.0,2020-04-11
2020-04-12,0.0,0.0,0.0,44.0,63.0,2020-04-12
2020-04-13,1.92,0.0,0.0,53.0,67.0,2020-04-13
2020-04-14,0.0,0.0,0.0,47.0,60.0,2020-04-14
2020-04-15,0.0,0.0,0.0,42.0,54.0,2020-04-15
2020-04-16,0.0,0.0,0.0,38.0,50.0,2020-04-16
2020-04-17,0.07,0.0,0.0,36.0,51.0,2020-04-17
2020-04-18,0.22,0.0,0.0,41.0,46.0,2020-04-18
2020-04-19,0.0,0.0,0.0,40.0,63.0,2020-04-19
2020-04-20,0.0,0.0,0.0,48.0,57.0,2020-04-20
2020-04-21,0.18,0.0,0.0,39.0,61.0,2020-04-21
2020-04-22,0.0,0.0,0.0,36.0,51.0,2020-04-22
2020-04-23,0.13,0.0,0.0,40.0,52.0,2020-04-23
2020-04-24,0.48,0.0,0.0,42.0,49.0,2020-04-24
2020-04-25,0.0,0.0,0.0,44.0,65.0,2020-04-25
2020-04-26,0.22,0.0,0.0,42.0,51.0,2020-04-26
2020-04-27,0.0,0.0,0.0,39.0,50.0,2020-04-27
2020-04-28,0.0,0.0,0.0,41.0,67.0,2020-04-28
2020-04-29,0.01,0.0,0.0,47.0,59.0,2020-04-29
2020-04-30,0.71,0.0,0.0,49.0,60.0,2020-04-30
2020-05-01,0.21,0.0,0.0,53.0,66.0,2020-05-01
2020-05-02,0.0,0.0,0.0,51.0,73.0,2020-05-02
2020-05-03,0.04,0.0,0.0,54.0,80.0,2020-05-03
2020-05-04,0.0,0.0,0.0,50.0,75.0,2020-05-04
2020-05-05,0.0,0.0,0.0,46.0,63.0,2020-05-05
2020-05-06,0.06,0.0,0.0,45.0,52.0,2020-05-06
2020-05-07,0.0,0.0,0.0,46.0,67.0,2020-05-07
2020-05-08,0.45,0.0,0.0,36.0,57.0,2020-05-08
2020-05-09,0.03,0.0,0.0,34.0,48.0,2020-05-09
2020-05-10,0.0,0.0,0.0,39.0,64.0,2020-05-10
2020-05-11,0.05,0.0,0.0,44.0,61.0,2020-05-11
2020-05-12,0.0,0.0,0.0,43.0,59.0,2020-05-12
2020-05-13,0.0,0.0,0.0,41.0,64.0,2020-05-13
2020-05-14,0.0,0.0,0.0,47.0,67.0,2020-05-14
2020-05-15,0.07,0.0,0.0,60.0,84.0,2020-05-15
2020-05-16,0.01,0.0,0.0,59.0,77.0,2020-05-16
2020-05-17,0.0,0.0,0.0,55.0,69.0,2020-05-17
2020-05-18,0.0,0.0,0.0,54.0,70.0,2020-05-18
2020-05-19,0.0,0.0,0.0,53.0,68.0,2020-05-19
2020-05-20,0.0,0.0,0.0,49.0,66.0,2020-05-20
2020-05-21,0.0,0.0,0.0,46.0,68.0,2020-05-21
2020-05-22,0.03,0.0,0.0,54.0,77.0,2020-05-22
2020-05-23,0.65,0.0,0.0,55.0,67.0,2020-05-23
2020-05-24,0.0,0.0,0.0,52.0,67.0,2020-05-24
2020-05-25,0.0,0.0,0.0,55.0,71.0,2020-05-25
2020-05-26,0.0,0.0,0.0,58.0,78.0,2020-05-26
2020-05-27,0.0,0.0,0.0,60.0,79.0,2020-05-27
2020-05-28,0.0,0.0,0.0,64.0,76.0,2020-05-28
2020-05-29,0.03,0.0,0.0,67.0,81.0,2020-05-29
2020-05-30,0.02,0.0,0.0,67.0,81.0,2020-05-30
2020-05-31,0.0,0.0,0.0,56.0,70.0,2020-05-31
2020-06-01,0.0,0.0,0.0,51.0,70.0,2020-06-01
2020-06-02,0.0,0.0,0.0,59.0,72.0,2020-06-02
2020-06-03,0.45,0.0,0.0,60.0,79.0,2020-06-03
2020-06-04,0.16,0.0,0.0,66.0,84.0,2020-06-04
2020-06-05,0.26,0.0,0.0,69.0,79.0,2020-06-05
2020-06-06,0.06,0.0,0.0,70.0,86.0,2020-06-06
2020-06-07,0.0,0.0,0.0,63.0,76.0,2020-06-07
2020-06-08,0.0,0.0,0.0,59.0,79.0,2020-06-08
2020-06-09,0.0,0.0,0.0,65.0,87.0,2020-06-09
2020-06-10,0.0,0.0,0.0,70.0,85.0,2020-06-10
2020-06-11,0.05,0.0,0.0,70.0,84.0,2020-06-11
2020-06-12,0.0,0.0,0.0,69.0,85.0,2020-06-12
2020-06-13,0.0,0.0,0.0,59.0,75.0,2020-06-13
2020-06-14,0.0,0.0,0.0,54.0,74.0,2020-06-14
2020-06-15,0.0,0.0,0.0,59.0,75.0,2020-06-15
2020-06-16,0.0,0.0,0.0,60.0,78.0,2020-06-16
2020-06-17,0.0,0.0,0.0,60.0,78.0,2020-06-17
2020-06-18,0.0,0.0,0.0,65.0,77.0,2020-06-18
2020-06-19,0.0,0.0,0.0,65.0,83.0,2020-06-19
2020-06-20,0.0,0.0,0.0,70.0,86.0,2020-06-20
2020-06-21,0.0,0.0,0.0,70.0,88.0,2020-06-21
2020-06-22,0.0,0.0,0.0,72.0,90.0,2020-06-22
2020-06-23,0.0,0.0,0.0,74.0,87.0,2020-06-23
2020-06-24,0.0,0.0,0.0,74.0,86.0,2020-06-24
2020-06-25,0.0,0.0,0.0,72.0,87.0,2020-06-25
2020-06-26,0.0,0.0,0.0,69.0,87.0,2020-06-26
2020-06-27,0.09,0.0,0.0,72.0,80.0,2020-06-27
2020-06-28,0.11,0.0,0.0,70.0,90.0,2020-06-28
2020-06-29,0.58,0.0,0.0,65.0,87.0,2020-06-29
2020-06-30,0.0,0.0,0.0,67.0,80.0,2020-06-30
2020-07-01,0.03,0.0,0.0,67.0,80.0,2020-07-01
2020-07-02,0.0,0.0,0.0,68.0,92.0,2020-07-02
2020-07-03,0.13,0.0,0.0,71.0,90.0,2020-07-03
2020-07-04,0.0,0.0,0.0,68.0,87.0,2020-07-04
2020-07-05,0.0,0.0,0.0,72.0,92.0,2020-07-05
2020-07-06,0.54,0.0,0.0,70.0,96.0,2020-07-06
2020-07-07,0.0,0.0,0.0,72.0,82.0,2020-07-07
2020-07-08,0.02,0.0,0.0,75.0,83.0,2020-07-08
2020-07-09,0.0,0.0,0.0,75.0,89.0,2020-07-09
2020-07-10,2.54,0.0,0.0,73.0,77.0,2020-07-10
2020-07-11,0.76,0.0,0.0,72.0,83.0,2020-07-11
2020-07-12,0.04,0.0,0.0,71.0,87.0,2020-07-12
2020-07-13,0.02,0.0,0.0,70.0,86.0,2020-07-13
2020-07-14,0.0,0.0,0.0,70.0,85.0,2020-07-14
2020-07-15,0.0,0.0,0.0,70.0,82.0,2020-07-15
2020-07-16,0.0,0.0,0.0,69.0,78.0,2020-07-16
2020-07-17,0.03,0.0,0.0,69.0,84.0,2020-07-17
2020-07-18,0.0,0.0,0.0,72.0,91.0,2020-07-18
2020-07-19,0.0,0.0,0.0,77.0,94.0,2020-07-19
2020-07-20,0.0,0.0,0.0,81.0,93.0,2020-07-20
2020-07-21,0.0,0.0,0.0,77.0,91.0,2020-07-21
2020-07-22,1.42,0.0,0.0,72.0,92.0,2020-07-22
2020-07-23,0.0,0.0,0.0,73.0,86.0,2020-07-23
2020-07-24,0.19,0.0,0.0,72.0,80.0,2020-07-24
2020-07-25,0.0,0.0,0.0,72.0,88.0,2020-07-25
2020-07-26,0.0,0.0,0.0,77.0,92.0,2020-07-26
2020-07-27,0.0,0.0,0.0,76.0,93.0,2020-07-27
2020-07-28,0.0,0.0,0.0,80.0,93.0,2020-07-28
2020-07-29,0.0,0.0,0.0,77.0,90.0,2020-07-29
2020-07-30,0.08,0.0,0.0,74.0,92.0,2020-07-30
2020-07-31,0.78,0.0,0.0,70.0,82.0,2020-07-31
2020-08-01,0.0,0.0,0.0,71.0,88.0,2020-08-01
2020-08-02,0.0,0.0,0.0,77.0,89.0,2020-08-02
2020-08-03,0.54,0.0,0.0,70.0,88.0,2020-08-03
2020-08-04,0.55,0.0,0.0,70.0,79.0,2020-08-04
2020-08-05,0.0,0.0,0.0,73.0,86.0,2020-08-05
2020-08-06,0.0,0.0,0.0,71.0,82.0,2020-08-06
2020-08-07,0.46,0.0,0.0,66.0,81.0,2020-08-07
2020-08-08,0.0,0.0,0.0,68.0,83.0,2020-08-08
2020-08-09,0.0,0.0,0.0,72.0,87.0,2020-08-09
2020-08-10,0.0,0.0,0.0,76.0,92.0,2020-08-10
2020-08-11,0.0,0.0,0.0,78.0,88.0,2020-08-11
2020-08-12,1.76,0.0,0.0,72.0,90.0,2020-08-12
2020-08-13,0.24,0.0,0.0,72.0,79.0,2020-08-13
2020-08-14,0.0,0.0,0.0,73.0,86.0,2020-08-14
2020-08-15,0.0,0.0,0.0,71.0,84.0,2020-08-15
2020-08-16,0.21,0.0,0.0,67.0,72.0,2020-08-16
2020-08-17,0.14,0.0,0.0,64.0,81.0,2020-08-17
2020-08-18,0.2,0.0,0.0,63.0,82.0,2020-08-18
2020-08-19,0.14,0.0,0.0,66.0,75.0,2020-08-19
2020-08-20,0.0,0.0,0.0,62.0,80.0,2020-08-20
2020-08-21,0.0,0.0,0.0,68.0,83.0,2020-08-21
2020-08-22,0.0,0.0,0.0,73.0,88.0,2020-08-22
2020-08-23,0.0,0.0,0.0,74.0,86.0,2020-08-23
2020-08-24,0.0,0.0,0.0,75.0,90.0,2020-08-24
2020-08-25,0.36,0.0,0.0,71.0,89.0,2020-08-25
2020-08-26,0.0,0.0,0.0,67.0,77.0,2020-08-26
2020-08-27,0.42,0.0,0.0,66.0,90.0,2020-08-27
2020-08-28,0.0,0.0,0.0,71.0,85.0,2020-08-28
2020-08-29,0.01,0.0,0.0,72.0,81.0,2020-08-29
2020-08-30,0.0,0.0,0.0,67.0,79.0,2020-08-30
2020-08-31,0.0,0.0,0.0,63.0,77.0,2020-08-31
2020-09-01,0.23,0.0,0.0,66.0,77.0,2020-09-01
2020-09-02,0.14,0.0,0.0,69.0,79.0,2020-09-02
2020-09-03,0.71,0.0,0.0,70.0,85.0,2020-09-03
2020-09-04,0.0,0.0,0.0,69.0,85.0,2020-09-04
2020-09-05,0.0,0.0,0.0,65.0,80.0,2020-09-05
2020-09-06,0.0,0.0,0.0,66.0,82.0,2020-09-06
2020-09-07,0.0,0.0,0.0,66.0,79.0,2020-09-07
2020-09-08,0.0,0.0,0.0,68.0,84.0,2020-09-08
2020-09-09,0.0,0.0,0.0,69.0,81.0,2020-09-09
2020-09-10,1.2,0.0,0.0,73.0,82.0,2020-09-10
2020-09-11,0.0,0.0,0.0,64.0,76.0,2020-09-11
2020-09-12,0.0,0.0,0.0,61.0,74.0,2020-09-12
2020-09-13,0.0,0.0,0.0,61.0,74.0,2020-09-13
2020-09-14,0.0,0.0,0.0,59.0,75.0,2020-09-14
2020-09-15,0.0,0.0,0.0,54.0,66.0,2020-09-15
2020-09-16,0.0,0.0,0.0,56.0,71.0,2020-09-16
2020-09-17,0.0,0.0,0.0,64.0,75.0,2020-09-17
2020-09-18,0.0,0.0,0.0,55.0,70.0,2020-09-18
2020-09-19,0.0,0.0,0.0,50.0,63.0,2020-09-19
2020-09-20,0.0,0.0,0.0,50.0,65.0,2020-09-20
2020-09-21,0.0,0.0,0.0,49.0,65.0,2020-09-21
2020-09-22,0.0,0.0,0.0,48.0,71.0,2020-09-22
2020-09-23,0.0,0.0,0.0,57.0,79.0,2020-09-23
2020-09-24,0.0,0.0,0.0,62.0,75.0,2020-09-24
2020-09-25,0.0,0.0,0.0,62.0,77.0,2020-09-25
2020-09-26,0.0,0.0,0.0,65.0,74.0,2020-09-26
2020-09-27,0.03,0.0,0.0,67.0,79.0,2020-09-27
2020-09-28,0.02,0.0,0.0,69.0,77.0,2020-09-28
2020-09-29,0.47,0.0,0.0,67.0,74.0,2020-09-29
2020-09-30,1.14,0.0,0.0,60.0,71.0,2020-09-30
2020-10-01,0.0,0.0,0.0,60.0,72.0,2020-10-01
2020-10-02,0.04,0.0,0.0,53.0,65.0,2020-10-02
2020-10-03,0.0,0.0,0.0,52.0,66.0,2020-10-03
2020-10-04,0.0,0.0,0.0,51.0,67.0,2020-10-04
2020-10-05,0.0,0.0,0.0,53.0,70.0,2020-10-05
2020-10-06,0.0,0.0,0.0,57.0,69.0,2020-10-06
2020-10-07,0.02,0.0,0.0,60.0,74.0,2020-10-07
2020-10-08,0.0,0.0,0.0,53.0,64.0,2020-10-08
2020-10-09,0.0,0.0,0.0,50.0,69.0,2020-10-09
2020-10-10,0.0,0.0,0.0,58.0,71.0,2020-10-10
2020-10-11,0.0,0.0,0.0,57.0,67.0,2020-10-11
2020-10-12,0.96,0.0,0.0,49.0,57.0,2020-10-12
2020-10-13,0.34,0.0,0.0,53.0,58.0,2020-10-13
2020-10-14,0.0,0.0,0.0,50.0,67.0,2020-10-14
2020-10-15,0.0,0.0,0.0,57.0,71.0,2020-10-15
2020-10-16,1.36,0.0,0.0,47.0,66.0,2020-10-16
2020-10-17,0.01,0.0,0.0,44.0,59.0,2020-10-17
2020-10-18,0.0,0.0,0.0,46.0,62.0,2020-10-18
2020-10-19,0.0,0.0,0.0,51.0,65.0,2020-10-19
2020-10-20,0.0,0.0,0.0,57.0,71.0,2020-10-20
2020-10-21,0.0,0.0,0.0,59.0,68.0,2020-10-21
2020-10-22,0.0,0.0,0.0,64.0,68.0,2020-10-22
2020-10-23,0.0,0.0,0.0,63.0,69.0,2020-10-23
2020-10-24,0.0,0.0,0.0,48.0,69.0,2020-10-24
2020-10-25,0.02,0.0,0.0,45.0,53.0,2020-10-25
2020-10-26,0.02,0.0,0.0,51.0,59.0,2020-10-26
2020-10-27,0.0,0.0,0.0,52.0,59.0,2020-10-27
2020-10-28,0.11,0.0,0.0,52.0,57.0,2020-10-28
2020-10-29,1.53,0.0,0.0,46.0,56.0,2020-10-29
2020-10-30,0.64,0.0,0.0,37.0,47.0,2020-10-30
2020-10-31,0.0,0.0,0.0,32.0,46.0,2020-10-31
2020-11-01,0.4,0.0,0.0,43.0,55.0,2020-11-01
2020-11-02,0.0,0.0,0.0,38.0,44.0,2020-11-02
2020-11-03,0.0,0.0,0.0,40.0,53.0,2020-11-03
2020-11-04,0.0,0.0,0.0,40.0,62.0,2020-11-04
2020-11-05,0.0,0.0,0.0,52.0,67.0,2020-11-05
2020-11-06,0.0,0.0,0.0,56.0,70.0,2020-11-06
2020-11-07,0.0,0.0,0.0,56.0,74.0,2020-11-07
2020-11-08,0.0,0.0,0.0,56.0,75.0,2020-11-08
2020-11-09,0.0,0.0,0.0,54.0,75.0,2020-11-09
2020-11-10,0.0,0.0,0.0,60.0,74.0,2020-11-10
2020-11-11,0.78,0.0,0.0,64.0,72.0,2020-11-11
2020-11-12,0.24,0.0,0.0,46.0,68.0,2020-11-12
2020-11-13,0.19,0.0,0.0,47.0,50.0,2020-11-13
2020-11-14,0.0,0.0,0.0,42.0,52.0,2020-11-14
2020-11-15,0.07,0.0,0.0,41.0,64.0,2020-11-15
2020-11-16,0.0,0.0,0.0,44.0,55.0,2020-11-16
2020-11-17,0.0,0.0,0.0,36.0,50.0,2020-11-17
2020-11-18,0.0,0.0,0.0,30.0,36.0,2020-11-18
2020-11-19,0.0,0.0,0.0,30.0,48.0,2020-11-19
2020-11-20,0.0,0.0,0.0,45.0,63.0,2020-11-20
2020-11-21,0.0,0.0,0.0,49.0,64.0,2020-11-21
2020-11-22,0.0,0.0,0.0,44.0,59.0,2020-11-22
2020-11-23,0.54,0.0,0.0,42.0,60.0,2020-11-23
2020-11-24,0.0,0.0,0.0,41.0,48.0,2020-11-24
2020-11-25,0.0,0.0,0.0,45.0,56.0,2020-11-25
2020-11-26,0.79,0.0,0.0,55.0,65.0,2020-11-26
2020-11-27,0.0,0.0,0.0,51.0,63.0,2020-11-27
2020-11-28,0.0,0.0,0.0,44.0,56.0,2020-11-28
2020-11-29,0.0,0.0,0.0,41.0,54.0,2020-11-29
2020-11-30,0.98,0.0,0.0,50.0,63.0,2020-11-30
2020-12-01,0.0,0.0,0.0,37.0,62.0,2020-12-01
2020-12-02,0.0,0.0,0.0,36.0,43.0,2020-12-02
2020-12-03,0.0,0.0,0.0,35.0,50.0,2020-12-03
2020-12-04,0.11,0.0,0.0,44.0,52.0,2020-12-04
2020-12-05,1.02,0.0,0.0,39.0,47.0,2020-12-05
2020-12-06,0.0,0.0,0.0,33.0,40.0,2020-12-06
2020-12-07,0.0,0.0,0.0,32.0,40.0,2020-12-07
2020-12-08,0.0,0.0,0.0,30.0,36.0,2020-12-08
2020-12-09,0.05,0.0,0.0,31.0,38.0,2020-12-09
2020-12-10,0.0,0.0,0.0,36.0,49.0,2020-12-10
2020-12-11,0.0,0.0,0.0,39.0,57.0,2020-12-11
2020-12-12,0.0,0.0,0.0,46.0,58.0,2020-12-12
2020-12-13,0.0,0.0,0.0,47.0,62.0,2020-12-13
2020-12-14,0.26,0.0,0.0,35.0,47.0,2020-12-14
2020-12-15,0.0,0.0,0.0,30.0,39.0,2020-12-15
2020-12-16,0.86,6.5,0.0,24.0,31.0,2020-12-16
2020-12-17,0.66,4.0,9.1,24.0,33.0,2020-12-17
2020-12-18,0.0,0.0,7.9,24.0,32.0,2020-12-18
2020-12-19,0.0,0.0,7.1,20.0,32.0,2020-12-19
2020-12-20,0.01,0.0,5.9,31.0,40.0,2020-12-20
2020-12-21,0.0,0.0,5.1,37.0,46.0,2020-12-21
2020-12-22,0.0,0.0,3.1,38.0,46.0,2020-12-22
2020-12-23,0.0,0.0,2.0,36.0,45.0,2020-12-23
2020-12-24,0.24,0.0,1.2,43.0,59.0,2020-12-24
2020-12-25,0.92,0.0,0.0,29.0,61.0,2020-12-25
2020-12-26,0.0,0.0,0.0,24.0,32.0,2020-12-26
2020-12-27,0.0,0.0,0.0,24.0,37.0,2020-12-27
2020-12-28,0.0,0.0,0.0,35.0,50.0,2020-12-28
2020-12-29,0.0,0.0,0.0,30.0,43.0,2020-12-29
2020-12-30,0.0,0.0,0.0,28.0,43.0,2020-12-30
2020-12-31,0.48,0.0,0.0,36.0,48.0,2020-12-31
2021-01-01,0.62,0.0,0.0,33.0,40.0,2021-01-01
2021-01-02,0.05,0.0,0.0,36.0,51.0,2021-01-02
2021-01-03,0.22,0.0,0.0,34.0,38.0,2021-01-03
2021-01-04,0.02,0.0,0.0,35.0,43.0,2021-01-04
2021-01-05,0.0,0.0,0.0,36.0,42.0,2021-01-05
2021-01-06,0.0,0.0,0.0,34.0,41.0,2021-01-06
2021-01-07,0.0,0.0,0.0,30.0,41.0,2021-01-07
2021-01-08,0.0,0.0,0.0,27.0,37.0,2021-01-08
2021-01-09,0.0,0.0,0.0,24.0,37.0,2021-01-09
2021-01-10,0.0,0.0,0.0,29.0,41.0,2021-01-10
2021-01-11,0.0,0.0,0.0,28.0,37.0,2021-01-11
2021-01-12,0.0,0.0,0.0,33.0,44.0,2021-01-12
2021-01-13,0.0,0.0,0.0,35.0,43.0,2021-01-13
2021-01-14,0.0,0.0,0.0,39.0,49.0,2021-01-14
2021-01-15,0.38,0.0,0.0,38.0,46.0,2021-01-15
2021-01-16,0.78,0.0,0.0,37.0,47.0,2021-01-16
2021-01-17,0.0,0.0,0.0,35.0,44.0,2021-01-17
2021-01-18,0.0,0.0,0.0,37.0,45.0,2021-01-18
2021-01-19,0.0,0.0,0.0,35.0,43.0,2021-01-19
2021-01-20,0.02,0.0,0.0,27.0,40.0,2021-01-20
2021-01-21,0.0,0.0,0.0,25.0,43.0,2021-01-21
2021-01-22,0.0,0.0,0.0,36.0,45.0,2021-01-22
2021-01-23,0.0,0.0,0.0,24.0,36.0,2021-01-23
2021-01-24,0.0,0.0,0.0,22.0,32.0,2021-01-24
2021-01-25,0.0,0.0,0.0,23.0,37.0,2021-01-25
2021-01-26,0.1,0.1,0.0,31.0,34.0,2021-01-26
2021-01-27,0.0,0.0,0.0,31.0,37.0,2021-01-27
2021-01-28,0.0,0.0,0.0,20.0,34.0,2021-01-28
2021-01-29,0.0,0.0,0.0,14.0,25.0,2021-01-29
2021-01-30,0.0,0.0,0.0,17.0,32.0,2021-01-30
2021-01-31,0.12,2.0,0.0,20.0,26.0,2021-01-31
2021-02-01,1.85,14.8,5.1,22.0,34.0,2021-02-01
2021-02-02,0.13,0.4,14.2,30.0,33.0,2021-02-02
2021-02-03,0.01,0.2,13.0,29.0,37.0,2021-02-03
2021-02-04,0.0,0.0,11.0,31.0,43.0,2021-02-04
2021-02-05,0.07,0.0,9.1,37.0,47.0,2021-02-05
2021-02-06,0.0,0.0,7.1,34.0,44.0,2021-02-06
2021-02-07,0.39,4.5,5.9,24.0,40.0,2021-02-07
2021-02-08,0.0,0.0,9.8,17.0,29.0,2021-02-08
2021-02-09,0.0,0.0,9.1,27.0,33.0,2021-02-09
2021-02-10,0.01,0.0,9.1,26.0,35.0,2021-02-10
2021-02-11,0.1,1.3,9.1,26.0,33.0,2021-02-11
2021-02-12,0.0,0.0,7.9,20.0,30.0,2021-02-12
2021-02-13,0.0,0.0,7.9,25.0,30.0,2021-02-13
2021-02-14,0.0,0.0,7.9,27.0,38.0,2021-02-14
2021-02-15,0.02,0.0,7.1,31.0,36.0,2021-02-15
2021-02-16,0.82,0.0,5.9,34.0,51.0,2021-02-16
2021-02-17,0.0,0.0,3.1,22.0,34.0,2021-02-17
2021-02-18,0.45,3.2,2.0,24.0,30.0,2021-02-18
2021-02-19,0.14,1.2,5.1,28.0,33.0,2021-02-19
2021-02-20,0.0,0.0,5.9,26.0,35.0,2021-02-20
2021-02-21,0.0,0.0,5.1,24.0,37.0,2021-02-21
2021-02-22,0.52,0.4,3.1,32.0,39.0,2021-02-22
2021-02-23,0.01,0.0,3.1,36.0,45.0,2021-02-23
2021-02-24,0.0,0.0,2.0,39.0,54.0,2021-02-24
2021-02-25,0.0,0.0,0.0,40.0,50.0,2021-02-25
2021-02-26,0.0,0.0,0.0,33.0,45.0,2021-02-26
2021-02-27,0.39,0.0,0.0,38.0,50.0,2021-02-27
2021-02-28,0.22,0.0,0.0,41.0,45.0,2021-02-28
2021-03-01,0.16,0.0,0.0,31.0,49.0,2021-03-01
2021-03-02,0.0,0.0,0.0,21.0,33.0,2021-03-02
2021-03-03,0.0,0.0,0.0,32.0,52.0,2021-03-03
2021-03-04,0.0,0.0,0.0,27.0,45.0,2021-03-04
2021-03-05,0.0,0.0,0.0,23.0,37.0,2021-03-05
2021-03-06,0.0,0.0,0.0,29.0,34.0,2021-03-06
2021-03-07,0.0,0.0,0.0,29.0,41.0,2021-03-07
2021-03-08,0.0,0.0,0.0,26.0,43.0,2021-03-08
2021-03-09,0.0,0.0,0.0,42.0,64.0,2021-03-09
2021-03-10,0.0,0.0,0.0,41.0,54.0,2021-03-10
2021-03-11,0.0,0.0,0.0,44.0,71.0,2021-03-11
2021-03-12,0.0,0.0,0.0,52.0,68.0,2021-03-12
2021-03-13,0.0,0.0,0.0,33.0,52.0,2021-03-13
2021-03-14,0.0,0.0,0.0,31.0,54.0,2021-03-14
2021-03-15,0.0,0.0,0.0,24.0,39.0,2021-03-15
2021-03-16,0.0,0.0,0.0,29.0,37.0,2021-03-16
2021-03-17,0.0,0.0,0.0,34.0,47.0,2021-03-17
2021-03-18,0.6,0.0,0.0,41.0,47.0,2021-03-18
2021-03-19,0.07,0.0,0.0,31.0,43.0,2021-03-19
2021-03-20,0.0,0.0,0.0,33.0,59.0,2021-03-20
2021-03-21,0.0,0.0,0.0,42.0,63.0,2021-03-21
2021-03-22,0.0,0.0,0.0,42.0,62.0,2021-03-22
2021-03-23,0.0,0.0,0.0,43.0,66.0,2021-03-23
2021-03-24,1.27,0.0,0.0,47.0,56.0,2021-03-24
2021-03-25,0.01,0.0,0.0,49.0,68.0,2021-03-25
2021-03-26,0.19,0.0,0.0,52.0,82.0,2021-03-26
2021-03-27,0.0,0.0,0.0,50.0,69.0,2021-03-27
