period,value,is_imputed,prcp,snow,snwd,tmin,tmax,rh_mean,rh_max,dew_point,solar_rad,cloud_cover,daylight_hours,sunshine_hours,is_weekend,is_holiday,day_of_week,day_name,tavg,hdd,cdd,tavg_3day,cdd_3day,hdd_3day,tavg_lag1
2024-10-02,123448,0,0.0,0.0,0.0,58.0,68.0,76,95,53.2,10.45,68,11.69,7.14,0,0,2,Wednesday,63.0,0.0,0.0,64.5,0.3,0.0,64.5
2024-10-03,124414,0,0.0,0.0,0.0,62.0,72.0,77,93,56.0,11.19,77,11.65,8.23,0,0,3,Thursday,67.0,0.0,2.0,64.8,0.7,0.0,63.0
2024-10-04,126270,0,0.0,0.0,0.0,60.0,73.0,83,100,57.4,13.27,87,11.6,9.99,0,0,4,Friday,66.5,0.0,1.5,65.5,1.2,0.0,67.0
2024-10-05,117152,0,0.0,0.0,0.0,61.0,75.0,68,97,53.3,16.84,18,11.56,11.09,1,0,5,Saturday,68.0,0.0,3.0,67.2,2.2,0.0,66.5
2024-10-06,112694,0,0.0,0.0,0.0,55.0,71.0,72,87,51.2,16.69,17,11.52,11.0,1,0,6,Sunday,63.0,0.0,0.0,65.8,1.5,0.0,68.0
2024-10-07,127718,0,0.0,0.0,0.0,58.0,75.0,67,91,52.4,14.54,48,11.47,9.21,0,0,0,Monday,66.5,0.0,1.5,65.8,1.5,0.0,63.0
2024-10-08,120224,0,0.0,0.0,0.0,53.0,68.0,56,81,42.1,15.44,28,11.43,10.74,0,0,1,Tuesday,60.5,0.0,0.0,63.3,0.5,0.0,66.5
2024-10-09,107876,1,0.0,0.0,0.0,54.0,68.0,56,87,41.7,13.06,34,11.38,10.02,0,0,2,Wednesday,61.0,0.0,0.0,62.7,0.5,0.0,60.5
2024-10-10,116684,0,0.0,0.0,0.0,49.0,62.0,55,74,37.0,16.09,5,11.34,10.9,0,0,3,Thursday,55.5,0.0,0.0,59.0,0.0,0.0,61.0
2024-10-11,116491,0,0.0,0.0,0.0,46.0,68.0,58,86,40.1,16.51,1,11.29,10.86,0,0,4,Friday,57.0,0.0,0.0,57.8,0.0,0.0,55.5
2024-10-12,108615,0,0.0,0.0,0.0,56.0,74.0,46,58,41.8,16.39,14,11.25,10.85,1,0,5,Saturday,65.0,0.0,0.0,59.2,0.0,0.0,57.0
2024-10-13,108860,0,0.0,0.0,0.0,55.0,69.0,63,93,48.1,14.42,58,11.2,10.02,1,0,6,Sunday,62.0,0.0,0.0,61.3,0.0,0.0,65.0
2024-10-14,116554,0,0.0,0.0,0.0,48.0,66.0,70,100,43.8,14.12,42,11.16,10.37,0,1,0,Monday,57.0,0.0,0.0,61.3,0.0,0.0,62.0
2024-10-15,117978,0,0.0,0.0,0.0,45.0,57.0,58,78,34.0,14.19,26,11.12,10.79,0,0,1,Tuesday,51.0,0.0,0.0,56.7,0.0,0.0,57.0
2024-10-16,119030,0,0.0,0.0,0.0,44.0,59.0,55,75,33.2,12.81,19,11.07,10.77,0,0,2,Wednesday,51.5,0.0,0.0,53.2,0.0,0.0,51.0
2024-10-17,119322,0,0.0,0.0,0.0,43.0,58.0,58,81,33.4,15.04,23,11.03,10.25,0,0,3,Thursday,50.5,0.0,0.0,51.0,0.0,0.0,51.5
2024-10-18,118577,0,0.0,0.0,0.0,48.0,66.0,50,71,33.9,15.33,0,10.99,10.74,0,0,4,Friday,57.0,0.0,0.0,53.0,0.0,0.0,50.5
2024-10-19,109688,0,0.0,0.0,0.0,50.0,71.0,58,86,40.0,15.04,0,10.95,10.72,1,0,5,Saturday,60.5,0.0,0.0,56.0,0.0,0.0,57.0
2024-10-20,108899,0,0.0,0.0,0.0,52.0,73.0,57,84,40.3,15.18,3,10.9,10.7,1,0,6,Sunday,62.5,0.0,0.0,60.0,0.0,0.0,60.5
2024-10-21,123563,0,0.0,0.0,0.0,57.0,79.0,54,87,44.4,14.43,1,10.86,10.68,0,0,0,Monday,68.0,0.0,3.0,63.7,1.0,0.0,62.5
2024-10-22,129531,0,0.0,0.0,0.0,62.0,81.0,65,84,52.5,13.94,1,10.82,10.66,0,0,1,Tuesday,71.5,0.0,6.5,67.3,3.2,0.0,68.0
2024-10-23,129630,0,0.0,0.0,0.0,59.0,75.0,65,83,51.3,13.91,7,10.78,10.62,0,0,2,Wednesday,67.0,0.0,2.0,68.8,3.8,0.0,71.5
2024-10-24,124464,0,0.0,0.0,0.0,53.0,69.0,55,72,44.2,13.96,16,10.73,10.35,0,0,3,Thursday,61.0,0.0,0.0,66.5,2.8,0.0,67.0
2024-10-25,118586,0,0.0,0.0,0.0,46.0,62.0,53,79,35.4,14.21,17,10.69,10.54,0,0,4,Friday,54.0,0.0,0.0,60.7,0.7,0.0,61.0
2024-10-26,109032,0,0.0,0.0,0.0,51.0,64.0,47,65,35.3,13.73,19,10.65,10.24,1,0,5,Saturday,57.5,0.0,0.0,57.5,0.0,0.0,54.0
2024-10-27,107391,0,0.0,0.0,0.0,45.0,57.0,48,78,27.4,14.05,39,10.61,10.41,1,0,6,Sunday,51.0,0.0,0.0,54.2,0.0,0.0,57.5
2024-10-28,119401,0,0.0,0.0,0.0,46.0,61.0,62,93,34.1,13.2,28,10.57,10.22,0,0,0,Monday,53.5,0.0,0.0,54.0,0.0,0.0,51.0
2024-10-29,121090,0,0.01,0.0,0.0,52.0,63.0,81,95,48.8,8.41,67,10.53,7.45,0,0,1,Tuesday,57.5,0.0,0.0,54.0,0.0,0.0,53.5
2024-10-30,124290,0,0.0,0.0,0.0,58.0,76.0,74,100,52.9,12.17,79,10.49,9.0,0,0,2,Wednesday,67.0,0.0,2.0,59.3,0.7,0.0,57.5
2024-10-31,128965,0,0.0,0.0,0.0,61.0,81.0,66,95,54.6,12.06,75,10.45,9.12,0,0,3,Thursday,71.0,0.0,6.0,65.2,2.7,0.0,67.0
2024-11-01,128037,0,0.0,0.0,0.0,57.0,79.0,51,74,49.1,10.03,48,10.4,6.78,0,0,4,Friday,68.0,0.0,3.0,68.7,3.7,0.0,71.0
2024-11-02,108516,0,0.0,0.0,0.0,47.0,60.0,50,63,35.2,12.66,4,10.37,9.99,1,0,5,Saturday,53.5,0.0,0.0,64.2,3.0,0.0,68.0
2024-11-03,111893,0,0.0,0.0,0.0,41.0,54.0,48,68,25.6,12.78,11,10.33,9.89,1,0,6,Sunday,47.5,2.5,0.0,56.3,1.0,0.8,53.5
2024-11-04,120112,0,0.0,0.0,0.0,44.0,58.0,70,90,38.4,11.24,69,10.29,8.37,0,0,0,Monday,51.0,0.0,0.0,50.7,0.0,0.8,47.5
2024-11-05,121638,0,0.0,0.0,0.0,54.0,73.0,78,96,52.5,11.16,25,10.25,9.7,0,0,1,Tuesday,63.5,0.0,0.0,54.0,0.0,0.8,51.0
2024-11-06,129572,0,0.0,0.0,0.0,64.0,80.0,66,87,56.9,11.34,20,10.21,9.49,0,0,2,Wednesday,72.0,0.0,7.0,62.2,2.3,0.0,63.5
2024-11-07,128061,0,0.0,0.0,0.0,54.0,73.0,66,94,51.3,11.13,39,10.18,9.29,0,0,3,Thursday,63.5,0.0,0.0,66.3,2.3,0.0,72.0
2024-11-08,119146,0,0.0,0.0,0.0,50.0,69.0,54,86,37.5,11.8,5,10.14,9.67,0,0,4,Friday,59.5,0.0,0.0,65.0,2.3,0.0,63.5
2024-11-09,109447,0,0.0,0.0,0.0,43.0,54.0,40,52,23.5,11.99,7,10.1,9.66,1,0,5,Saturday,48.5,1.5,0.0,57.2,0.0,0.5,59.5
2024-11-10,109482,0,0.08,0.0,0.0,45.0,58.0,63,87,34.9,5.57,89,10.07,3.03,1,0,6,Sunday,51.5,0.0,0.0,53.2,0.0,0.5,48.5
2024-11-11,118800,0,0.1,0.0,0.0,55.0,68.0,72,94,49.9,10.4,44,10.03,9.47,0,1,0,Monday,61.5,0.0,0.0,53.8,0.0,0.5,51.5
2024-11-12,120409,0,0.0,0.0,0.0,41.0,59.0,49,68,30.8,11.01,6,10.0,9.59,0,0,1,Tuesday,50.0,0.0,0.0,54.3,0.0,0.0,61.5
2024-11-13,124244,0,0.0,0.0,0.0,37.0,50.0,42,58,19.5,11.43,3,9.96,9.56,0,0,2,Wednesday,43.5,6.5,0.0,51.7,0.0,2.2,50.0
2024-11-14,126011,0,0.0,0.0,0.0,37.0,47.0,47,68,21.7,9.15,82,9.93,6.71,0,0,3,Thursday,42.0,8.0,0.0,45.2,0.0,4.8,43.5
2024-11-15,123587,0,0.0,0.0,0.0,41.0,58.0,45,62,26.6,9.84,59,9.89,8.32,0,0,4,Friday,49.5,0.5,0.0,45.0,0.0,5.0,42.0
2024-11-16,113482,0,0.0,0.0,0.0,45.0,62.0,37,54,25.4,10.83,0,9.86,9.4,1,0,5,Saturday,53.5,0.0,0.0,48.3,0.0,2.8,49.5
2024-11-17,111310,0,0.0,0.0,0.0,44.0,63.0,37,50,26.1,10.42,55,9.83,9.0,1,0,6,Sunday,53.5,0.0,0.0,52.2,0.0,0.2,53.5
2024-11-18,121498,0,0.0,0.0,0.0,49.0,66.0,49,59,35.6,10.33,44,9.8,9.32,0,0,0,Monday,57.5,0.0,0.0,54.8,0.0,0.0,53.5
2024-11-19,121355,0,0.0,0.0,0.0,47.0,60.0,51,74,33.2,8.86,62,9.77,7.35,0,0,1,Tuesday,53.5,0.0,0.0,54.8,0.0,0.0,57.5
2024-11-20,121871,0,0.0,0.0,0.0,53.0,60.0,58,75,38.3,7.33,55,9.74,7.42,0,0,2,Wednesday,56.5,0.0,0.0,55.8,0.0,0.0,53.5
2024-11-21,124692,0,1.57,0.0,0.0,37.0,54.0,91,97,44.9,1.39,100,9.71,0.0,0,0,3,Thursday,45.5,4.5,0.0,51.8,0.0,1.5,56.5
2024-11-22,128644,0,0.53,0.0,0.0,37.0,40.0,90,100,35.3,2.9,100,9.68,0.7,0,0,4,Friday,38.5,11.5,0.0,46.8,0.0,5.3,45.5
2024-11-23,117929,0,0.02,0.0,0.0,37.0,49.0,77,96,35.3,8.62,66,9.65,9.16,1,0,5,Saturday,43.0,7.0,0.0,42.3,0.0,7.7,38.5
2024-11-24,114571,0,0.0,0.0,0.0,44.0,53.0,63,73,34.1,7.57,56,9.62,8.41,1,0,6,Sunday,48.5,1.5,0.0,43.3,0.0,6.7,43.0
2024-11-25,124130,0,0.0,0.0,0.0,41.0,54.0,69,83,34.5,9.67,49,9.59,9.0,0,0,0,Monday,47.5,2.5,0.0,46.3,0.0,3.7,48.5
2024-11-26,123516,0,0.19,0.0,0.0,46.0,58.0,74,96,43.0,5.53,56,9.57,5.77,0,0,1,Tuesday,52.0,0.0,0.0,49.3,0.0,1.3,47.5
2024-11-27,121979,0,0.0,0.0,0.0,43.0,52.0,68,81,32.7,9.32,65,9.54,8.96,0,0,2,Wednesday,47.5,2.5,0.0,49.0,0.0,1.7,52.0
2024-11-28,114144,0,0.86,0.0,0.0,42.0,49.0,84,97,39.7,1.53,84,9.52,0.96,0,1,3,Thursday,45.5,4.5,0.0,48.3,0.0,2.3,47.5
2024-11-29,120273,0,0.0,0.0,0.0,34.0,47.0,71,88,30.3,6.03,29,9.5,5.0,0,0,4,Friday,40.5,9.5,0.0,44.5,0.0,5.5,45.5
2024-11-30,121119,0,0.0,0.0,0.0,30.0,39.0,57,69,19.2,9.23,13,9.48,8.55,1,0,5,Saturday,34.5,15.5,0.0,40.2,0.0,9.8,40.5
2024-12-01,126075,0,0.0,0.0,0.0,27.0,38.0,55,72,15.8,8.77,30,9.46,8.95,1,0,6,Sunday,32.5,17.5,0.0,35.8,0.0,14.2,34.5
2024-12-02,137747,0,0.0,0.0,0.0,29.0,39.0,59,70,18.9,8.83,11,9.44,8.87,0,0,0,Monday,34.0,16.0,0.0,33.7,0.0,16.3,32.5
2024-12-03,137545,0,0.0,0.0,0.0,32.0,42.0,64,78,22.6,8.41,11,9.42,8.86,0,0,1,Tuesday,37.0,13.0,0.0,34.5,0.0,15.5,34.0
2024-12-04,138431,0,0.01,0.0,0.0,30.0,42.0,63,89,20.8,6.39,61,9.4,5.46,0,0,2,Wednesday,36.0,14.0,0.0,35.7,0.0,14.3,37.0
2024-12-05,138124,0,0.09,0.0,0.0,31.0,40.0,68,88,26.0,7.74,64,9.38,7.09,0,0,3,Thursday,35.5,14.5,0.0,36.2,0.0,13.8,36.0
2024-12-06,141124,0,0.0,0.0,0.0,30.0,34.0,56,63,16.2,5.89,63,9.36,6.43,0,0,4,Friday,32.0,18.0,0.0,34.5,0.0,15.5,35.5
2024-12-07,129748,0,0.0,0.0,0.0,31.0,41.0,58,66,20.0,8.96,48,9.35,8.79,1,0,5,Saturday,36.0,14.0,0.0,34.5,0.0,15.5,32.0
2024-12-08,121900,0,0.0,0.0,0.0,38.0,55.0,55,71,26.8,7.85,64,9.33,8.1,1,0,6,Sunday,46.5,3.5,0.0,38.2,0.0,11.8,36.0
2024-12-09,130896,0,0.18,0.0,0.0,44.0,51.0,85,100,37.5,3.36,78,9.32,2.79,0,0,0,Monday,47.5,2.5,0.0,43.3,0.0,6.7,46.5
2024-12-10,130606,0,0.26,0.0,0.0,44.0,50.0,96,99,45.3,2.21,100,9.31,0.16,0,0,1,Tuesday,47.0,3.0,0.0,47.0,0.0,3.0,47.5
2024-12-11,128740,0,0.85,0.0,0.0,41.0,60.0,94,100,53.5,1.45,100,9.29,0.0,0,0,2,Wednesday,50.5,0.0,0.0,48.3,0.0,1.8,47.0
2024-12-12,134495,0,0.0,0.0,0.0,29.0,41.0,55,78,19.6,7.57,23,9.28,7.83,0,0,3,Thursday,35.0,15.0,0.0,44.2,0.0,6.0,50.5
2024-12-13,141748,0,0.0,0.0,0.0,27.0,33.0,52,61,12.5,9.0,3,9.27,8.81,0,0,4,Friday,30.0,20.0,0.0,38.5,0.0,11.7,35.0
2024-12-14,133949,0,0.0,0.0,0.0,26.0,34.0,54,70,12.5,9.02,7,9.27,8.8,1,0,5,Saturday,30.0,20.0,0.0,31.7,0.0,18.3,30.0
2024-12-15,130348,0,0.06,0.0,0.0,28.0,41.0,66,82,20.2,5.85,95,9.26,5.03,1,0,6,Sunday,34.5,15.5,0.0,31.5,0.0,18.5,30.0
2024-12-16,135279,0,0.91,0.0,0.0,38.0,52.0,95,99,39.6,1.61,100,9.25,0.0,0,0,0,Monday,45.0,5.0,0.0,36.5,0.0,13.5,34.5
2024-12-17,128108,0,0.02,0.0,0.0,49.0,59.0,84,97,45.9,7.12,68,9.25,6.97,0,0,1,Tuesday,54.0,0.0,0.0,44.5,0.0,6.8,45.0
2024-12-18,128037,0,0.32,0.0,0.0,42.0,53.0,80,96,37.1,8.46,38,9.25,8.66,0,0,2,Wednesday,47.5,2.5,0.0,48.8,0.0,2.5,54.0
2024-12-19,130968,0,0.05,0.0,0.0,37.0,45.0,71,95,30.7,8.22,70,9.24,7.77,0,0,3,Thursday,41.0,9.0,0.0,47.5,0.0,3.8,47.5
2024-12-20,136595,0,0.04,0.0,0.0,33.0,37.0,80,89,28.0,2.15,100,9.24,0.09,0,0,4,Friday,35.0,15.0,0.0,41.2,0.0,8.8,41.0
2024-12-21,134936,0,0.15,1.8,2.0,19.0,33.0,74,92,19.8,8.27,71,9.24,7.0,1,0,5,Saturday,26.0,24.0,0.0,34.0,0.0,16.0,35.0
2024-12-22,143149,0,0.0,0.0,1.2,13.0,21.0,60,73,4.7,9.32,8,9.24,8.9,1,0,6,Sunday,17.0,33.0,0.0,26.0,0.0,24.0,26.0
2024-12-23,152903,0,0.0,0.0,1.2,13.0,31.0,60,70,2.8,9.14,33,9.25,8.79,0,0,0,Monday,22.0,28.0,0.0,21.7,0.0,28.3,17.0
2024-12-24,141132,0,0.1,1.0,1.2,28.0,39.0,80,87,23.8,5.87,77,9.25,5.07,0,0,1,Tuesday,33.5,16.5,0.0,24.2,0.0,25.8,22.0
2024-12-25,128612,0,0.0,0.0,1.2,28.0,35.0,80,92,21.9,5.94,57,9.25,6.67,0,1,2,Wednesday,31.5,18.5,0.0,29.0,0.0,21.0,33.5
2024-12-26,139228,0,0.0,0.0,1.2,24.0,36.0,71,79,15.2,9.1,14,9.26,8.95,0,0,3,Thursday,30.0,20.0,0.0,31.7,0.0,18.3,31.5
2024-12-27,136806,0,0.0,0.0,1.2,26.0,44.0,78,90,19.4,8.12,61,9.27,8.66,0,0,4,Friday,35.0,15.0,0.0,32.2,0.0,17.8,30.0
2024-12-28,124302,0,0.56,0.0,0.0,40.0,54.0,96,100,37.8,2.37,100,9.27,1.79,1,0,5,Saturday,47.0,3.0,0.0,37.3,0.0,12.7,35.0
2024-12-29,116804,0,0.16,0.0,0.0,50.0,60.0,93,100,46.9,5.55,99,9.28,5.0,1,0,6,Sunday,55.0,0.0,0.0,45.7,0.0,6.0,47.0
2024-12-30,123031,0,0.37,0.0,0.0,49.0,58.0,77,97,44.9,7.96,46,9.29,8.44,0,0,0,Monday,53.5,0.0,0.0,51.8,0.0,1.0,55.0
2024-12-31,123079,0,0.4,0.0,0.0,44.0,53.0,77,93,36.3,8.44,43,9.3,8.52,0,0,1,Tuesday,48.5,1.5,0.0,52.3,0.0,0.5,53.5
2025-01-01,116674,0,0.0,0.0,0.0,39.0,51.0,81,99,39.2,6.16,49,9.31,5.13,0,1,2,Wednesday,45.0,5.0,0.0,49.0,0.0,2.2,48.5
2025-01-02,132967,0,0.0,0.0,0.0,33.0,43.0,55,66,22.0,7.46,31,9.33,7.51,0,0,3,Thursday,38.0,12.0,0.0,43.8,0.0,6.2,45.0
2025-01-03,135929,0,0.0,0.0,0.0,31.0,39.0,58,67,19.6,8.5,37,9.34,8.51,0,0,4,Friday,35.0,15.0,0.0,39.3,0.0,10.7,38.0
2025-01-04,133674,0,0.0,0.0,0.0,28.0,33.0,50,65,12.9,6.44,51,9.36,8.5,1,0,5,Saturday,30.5,19.5,0.0,34.5,0.0,15.5,35.0
2025-01-05,134218,0,0.0,0.0,0.0,28.0,33.0,52,61,12.8,6.6,54,9.37,7.77,1,0,6,Sunday,30.5,19.5,0.0,32.0,0.0,18.0,30.5
2025-01-06,147760,0,0.08,0.9,0.0,22.0,30.0,75,83,20.8,2.06,100,9.39,0.0,0,0,0,Monday,26.0,24.0,0.0,29.0,0.0,21.0,30.5
2025-01-07,152789,0,0.0,0.0,1.2,19.0,33.0,62,66,11.6,6.59,77,9.41,6.09,0,0,1,Tuesday,26.0,24.0,0.0,27.5,0.0,22.5,26.0
2025-01-08,154141,0,0.0,0.0,0.0,23.0,30.0,48,57,7.4,7.85,52,9.43,8.89,0,0,2,Wednesday,26.5,23.5,0.0,26.2,0.0,23.8,26.0
2025-01-09,154399,0,0.0,0.0,0.0,22.0,33.0,52,62,9.5,9.12,57,9.45,9.1,0,0,3,Thursday,27.5,22.5,0.0,26.7,0.0,23.3,26.5
2025-01-10,146594,0,0.0,0.0,0.0,27.0,39.0,54,64,15.7,9.27,59,9.47,8.29,0,0,4,Friday,33.0,17.0,0.0,29.0,0.0,21.0,27.5
2025-01-11,135803,0,0.02,0.5,1.2,28.0,36.0,72,85,21.9,5.7,80,9.49,4.08,1,0,5,Saturday,32.0,18.0,0.0,30.8,0.0,19.2,33.0
2025-01-12,130447,0,0.0,0.0,0.0,30.0,42.0,65,79,22.1,8.84,34,9.51,9.34,1,0,6,Sunday,36.0,14.0,0.0,33.7,0.0,16.3,32.0
2025-01-13,140042,0,0.0,0.0,0.0,33.0,42.0,65,76,23.2,8.1,36,9.54,8.37,0,0,0,Monday,37.5,12.5,0.0,35.2,0.0,14.8,36.0
2025-01-14,144078,0,0.0,0.0,0.0,25.0,35.0,49,63,12.0,10.05,33,9.56,9.4,0,0,1,Tuesday,30.0,20.0,0.0,34.5,0.0,15.5,37.5
2025-01-15,134350,1,0.0,0.0,0.0,23.0,32.0,49,60,9.0,8.74,35,9.59,9.38,0,0,2,Wednesday,27.5,22.5,0.0,31.7,0.0,18.3,30.0
2025-01-16,148286,0,0.0,0.0,0.0,23.0,30.0,57,75,12.8,7.84,77,9.61,5.62,0,0,3,Thursday,26.5,23.5,0.0,28.0,0.0,22.0,27.5
2025-01-17,142209,0,0.0,0.0,0.0,26.0,42.0,65,80,20.2,9.05,24,9.64,7.78,0,0,4,Friday,34.0,16.0,0.0,29.3,0.0,20.7,26.5
2025-01-18,129376,0,0.09,0.0,0.0,35.0,46.0,81,98,31.4,2.71,85,9.67,0.64,1,0,5,Saturday,40.5,9.5,0.0,33.7,0.0,16.3,34.0
2025-01-19,129237,0,0.26,1.6,0.0,24.0,41.0,89,96,30.3,1.85,67,9.7,0.0,1,0,6,Sunday,32.5,17.5,0.0,35.7,0.0,14.3,40.5
2025-01-20,148957,0,0.0,0.0,1.2,17.0,26.0,66,83,9.7,10.77,43,9.73,9.57,0,1,0,Monday,21.5,28.5,0.0,31.5,0.0,18.5,32.5
2025-01-21,161703,0,0.0,0.0,1.2,11.0,19.0,62,70,1.4,9.62,65,9.76,7.64,0,0,1,Tuesday,15.0,35.0,0.0,23.0,0.0,27.0,21.5
2025-01-22,163751,0,0.0,0.0,1.2,10.0,20.0,54,67,-2.8,11.47,28,9.79,9.63,0,0,2,Wednesday,15.0,35.0,0.0,17.2,0.0,32.8,15.0
2025-01-23,158474,0,0.0,0.0,1.2,17.0,28.0,54,64,3.1,10.41,46,9.82,8.97,0,0,3,Thursday,22.5,27.5,0.0,17.5,0.0,32.5,15.0
2025-01-24,152191,0,0.0,0.0,1.2,23.0,33.0,62,79,10.2,11.53,11,9.85,9.69,0,0,4,Friday,28.0,22.0,0.0,21.8,0.0,28.2,22.5
2025-01-25,140892,0,0.0,0.0,1.2,20.0,33.0,66,85,10.1,11.32,30,9.89,9.72,1,0,5,Saturday,26.5,23.5,0.0,25.7,0.0,24.3,28.0
2025-01-26,133314,0,0.0,0.0,0.0,31.0,43.0,64,72,19.2,10.18,87,9.92,9.0,1,0,6,Sunday,37.0,13.0,0.0,30.5,0.0,19.5,26.5
2025-01-27,140952,0,0.0,0.0,0.0,31.0,40.0,58,72,16.7,11.9,30,9.95,9.75,0,0,0,Monday,35.5,14.5,0.0,33.0,0.0,17.0,37.0
2025-01-28,139044,0,0.0,0.0,0.0,32.0,42.0,54,66,17.6,9.86,67,9.99,7.52,0,0,1,Tuesday,37.0,13.0,0.0,36.5,0.0,13.5,35.5
2025-01-29,134715,0,0.0,0.0,0.0,31.0,52.0,53,64,22.9,10.75,39,10.02,9.77,0,0,2,Wednesday,41.5,8.5,0.0,38.0,0.0,12.0,37.0
2025-01-30,142000,0,0.0,0.0,0.0,25.0,38.0,51,65,11.8,11.74,38,10.06,9.79,0,0,3,Thursday,31.5,18.5,0.0,36.7,0.0,13.3,41.5
2025-01-31,135834,0,0.16,0.0,0.0,36.0,48.0,91,99,35.0,2.51,100,10.09,0.0,0,0,4,Friday,42.0,8.0,0.0,38.3,0.0,11.7,31.5
2025-02-01,127718,0,0.0,0.0,0.0,21.0,48.0,69,97,22.5,8.4,61,10.13,8.0,1,0,5,Saturday,34.5,15.5,0.0,36.0,0.0,14.0,42.0
2025-02-02,137918,0,0.11,1.0,0.0,17.0,31.0,56,93,9.3,7.11,83,10.17,4.62,1,0,6,Sunday,24.0,26.0,0.0,33.5,0.0,16.5,34.5
2025-02-03,138613,0,0.0,0.0,1.2,31.0,49.0,85,95,30.8,8.99,87,10.21,8.18,0,0,0,Monday,40.0,10.0,0.0,32.8,0.0,17.2,24.0
2025-02-04,134272,0,0.0,0.0,0.0,30.0,47.0,67,89,27.5,11.23,50,10.24,8.3,0,0,1,Tuesday,38.5,11.5,0.0,34.2,0.0,15.8,40.0
2025-02-05,142456,0,0.0,0.0,0.0,26.0,36.0,51,65,13.3,11.27,93,10.28,7.73,0,0,2,Wednesday,31.0,19.0,0.0,36.5,0.0,13.5,38.5
2025-02-06,143000,0,0.34,0.5,1.2,30.0,38.0,88,97,29.8,3.56,87,10.32,0.56,0,0,3,Thursday,34.0,16.0,0.0,34.5,0.0,15.5,31.0
2025-02-07,137067,0,0.0,0.0,0.0,30.0,43.0,64,99,21.9,12.15,53,10.36,9.93,0,0,4,Friday,36.5,13.5,0.0,33.8,0.0,16.2,34.0
2025-02-08,134576,0,0.61,3.0,0.0,26.0,35.0,57,95,15.1,8.38,86,10.4,5.0,1,0,5,Saturday,30.5,19.5,0.0,33.7,0.0,16.3,36.5
2025-02-09,133632,0,0.06,0.1,3.1,30.0,36.0,86,100,27.9,11.04,85,10.44,7.44,1,0,6,Sunday,33.0,17.0,0.0,33.3,0.0,16.7,30.5
2025-02-10,141563,0,0.0,0.0,2.0,29.0,37.0,71,80,19.3,12.3,58,10.48,9.11,0,0,0,Monday,33.0,17.0,0.0,32.2,0.0,17.8,33.0
2025-02-11,143792,0,0.12,1.2,1.2,28.0,35.0,75,87,16.9,9.16,93,10.52,2.26,0,0,1,Tuesday,31.5,18.5,0.0,32.5,0.0,17.5,33.0
2025-02-12,143896,0,0.11,0.4,3.1,31.0,36.0,87,95,27.3,7.14,100,10.57,0.0,0,0,2,Wednesday,33.5,16.5,0.0,32.7,0.0,17.3,31.5
2025-02-13,138821,0,0.15,0.0,2.0,35.0,46.0,89,98,34.1,5.99,87,10.61,2.82,0,0,3,Thursday,40.5,9.5,0.0,35.2,0.0,14.8,33.5
2025-02-14,139145,0,0.0,0.0,0.0,29.0,36.0,57,67,15.7,14.38,37,10.65,10.05,0,0,4,Friday,32.5,17.5,0.0,35.5,0.0,14.5,40.5
2025-02-15,133710,0,0.31,0.5,0.0,28.0,35.0,67,98,19.5,5.37,100,10.69,1.26,1,0,5,Saturday,31.5,18.5,0.0,34.8,0.0,15.2,32.5
2025-02-16,128848,0,0.77,0.0,0.0,33.0,47.0,95,100,35.2,2.08,95,10.73,0.0,1,0,6,Sunday,40.0,10.0,0.0,34.7,0.0,15.3,31.5
2025-02-17,135372,0,0.0,0.0,0.0,26.0,36.0,50,67,12.5,10.96,59,10.77,9.52,0,1,0,Monday,31.0,19.0,0.0,34.2,0.0,15.8,40.0
2025-02-18,149301,0,0.0,0.0,0.0,19.0,27.0,35,49,-1.7,15.19,21,10.82,10.36,0,0,1,Tuesday,23.0,27.0,0.0,31.3,0.0,18.7,31.0
2025-02-19,151311,0,0.0,0.0,0.0,17.0,30.0,46,62,4.7,13.54,61,10.86,10.0,0,0,2,Wednesday,23.5,26.5,0.0,25.8,0.0,24.2,23.0
2025-02-20,151112,0,0.01,0.4,0.0,18.0,29.0,57,66,10.1,11.39,67,10.9,6.35,0,0,3,Thursday,23.5,26.5,0.0,23.3,0.0,26.7,23.5
2025-02-21,148799,0,0.0,0.0,0.0,21.0,35.0,55,63,10.6,15.56,33,10.94,10.42,0,0,4,Friday,28.0,22.0,0.0,25.0,0.0,25.0,23.5
2025-02-22,135218,0,0.0,0.0,0.0,21.0,40.0,57,69,14.4,15.89,35,10.99,10.06,1,0,5,Saturday,30.5,19.5,0.0,27.3,0.0,22.7,28.0
2025-02-23,125821,0,0.0,0.0,0.0,33.0,46.0,56,72,21.8,15.11,68,11.03,9.44,1,0,6,Sunday,39.5,10.5,0.0,32.7,0.0,17.3,30.5
2025-02-24,131554,0,0.0,0.0,0.0,35.0,49.0,67,85,27.5,15.04,75,11.08,10.12,0,0,0,Monday,42.0,8.0,0.0,37.3,0.0,12.7,39.5
2025-02-25,127889,0,0.0,0.0,0.0,43.0,57.0,67,79,34.0,12.3,77,11.12,7.98,0,0,1,Tuesday,50.0,0.0,0.0,43.8,0.0,6.2,42.0
2025-02-26,124760,0,0.0,0.0,0.0,43.0,56.0,68,89,33.1,15.26,38,11.17,9.81,0,0,2,Wednesday,49.5,0.5,0.0,47.2,0.0,2.8,50.0
2025-02-27,126313,0,0.01,0.0,0.0,44.0,54.0,80,87,40.6,6.16,100,11.21,0.85,0,0,3,Thursday,49.0,1.0,0.0,49.5,0.0,0.5,49.5
